SO9836	10.226.39.54	Zener	-0.375	9	16.187	17.062	17.25	15.75			32.2		OK	Automático	13-05-2018 04:16:36	
TF6028	10.226.38.40	Zener	33.375	22.25	7.687	31	33.812	34.125			44		OK	Automático	14-05-2018 17:08:37	
AX6217	10.226.36.199	Zener	19.875	27.562	30.187	30.062	35.187	30.437			44		OK	Automático	14-05-2018 17:51:00	
VX0158	10.226.39.242	Zener	19.5	21.687	21.75	23.562	26.875	24.625			42.4		OK	Manual	16-05-2018 00:14:42	
LE1503	10.226.38.167	Zener	21.812	26.375	31.5	32.687	34.75	31.25			42.4		OK	Automático	16-05-2018 14:59:46	
GU9186	10.226.36.7	Zener	10.687	32.187	33.875	35.25	36.187	34.312			45.1		OK	Automático	16-05-2018 22:40:32	
CU8325	10.226.38.93	Zener	9.562	13.937	12.625	13.062	15.625	12.75			26.8		OK	Manual	17-05-2018 01:42:13	
TO0029	10.226.36.53	Zener	16.687	30	17.5	27	34.312	30.187			46.7		OK	Automático	17-05-2018 06:49:46	
MX0951	10.226.38.162	Zener	15.125	19.5	18.5	19.187	29.187	20.562			35.4		OK	Manual	17-05-2018 06:53:38	
GR6015	10.226.40.4	Zener	29.187	26.812	27.562	30.375	27.312	28.937			44		OK	Automático	17-05-2018 14:33:28	
SA5810	10.226.39.58	Zener	14.687	19.625	23.75	23.625	24.125	24			38.6		OK	Automático	17-05-2018 22:06:53	
OX9006	10.226.39.149	Zener	13.937	15.5	13.937	24.437	30.375	25.312	25.562	25.25	39.2		OK	Automático	18-05-2018 16:59:24	
OR9722	10.226.38.199	Zener	18.937	24.25	23.75	26.875	32.25	27.625			45.1		OK	Automático	18-05-2018 21:39:04	
SA5732	10.226.39.64	Zener	26.937	20.125	15.937	18.437	29	20.75			33.8		OK	Manual	19-05-2018 09:19:06	
VA2288	10.226.41.3	Thaumat	18.5	20.7	22	18.5	28.5	23.5						Remoto Manual	20-05-2018 08:56:10	
AL8767	10.226.42.5	Zener	20.437	24.625	20.812	23.375	23.75	24.625			36.5		OK	Automático	20-05-2018 18:59:01	
MX0529	10.226.38.86	Zener	18.437	36.5	39.875	37.25	40.562	37.25			54.8		OK	Automático	21-05-2018 01:29:12	
SX0112	10.226.40.248	Thaumat	20	21.5	24.5	27.5	30.5	25						Remoto Automático	21-05-2018 17:40:41	
CX0906	10.226.38.140	Zener	22	26.562	24.062	29.062	31.625	29.625			42.9		OK	Automático	22-05-2018 14:49:21	
MX0441	10.226.34.21	Zener	23.5	22.312	21.187	26.937	23.187	23.75			36.5		OK	Automático	23-05-2018 09:52:04	
OR9500	10.226.34.34	Zener	22.937	24.875	22.062	22.875	37.062	24.562			35.9		OK	Automático	23-05-2018 14:07:39	
LU0004	10.226.35.97	Zener	18.25	38.562	35.125	33.875	39.437	36.75			48.9		OK	Automático	23-05-2018 18:55:24	
LU7332	10.226.34.13	Zener	25.062	19.437	15.062	24.937	24.5	27.75			36.5		OK	Automático	23-05-2018 19:16:35	
VA2211	10.226.40.216	Thaumat	57.8	46.2	19.1	23.9	24.9	22						Remoto Automático	24-05-2018 00:10:06	
PX8063	10.226.40.185	Thaumat	10.4	16.9	20.8	21.7	24.8	17.9						Remoto Automático	24-05-2018 02:06:37	
OR9999	10.226.34.40	Zener	14.312	25.875	23.562	30.562	38.5	27.5			40.8		OK	Manual	24-05-2018 03:13:10	
BI0306	10.226.35.245	Zener	19.125	20.375	17.25	22.375	33	26.75			45.6		OK	Automático	24-05-2018 06:36:38	
CX1803	10.226.34.62	Zener	19.437	22.562	17.562	25.187	29.75	25.625			35.4		OK	Automático	24-05-2018 06:36:39	
LU0002	10.226.34.58	Zener	28.75	17.75	12.5	16.062	28.625	25			27.9		OK	Automático	24-05-2018 06:36:46	
BI0026	10.226.35.232	Zener	21.25	21.875	31.875	30.25	33.312	31.187			38.6		OK	Automático	24-05-2018 06:36:47	
OR9801	10.226.34.48	Zener	12	19.187	19.062	22.062	27.812	19.625			34.3		OK	Automático	24-05-2018 06:36:49	
ZX0589	10.226.35.162	Zener	14.5	19.5	23.687	26.375	25.812	21.187			30.6		OK	Automático	24-05-2018 06:36:53	
OR9270	10.226.34.45	Zener	15.5	19.5	19.187	28.25	30.187	28.625			41.9		OK	Automático	24-05-2018 06:36:54	
LU7790	10.226.34.14	Zener	16.875	20.75	28.375	31.375	34.375	33			40.8		OK	Automático	24-05-2018 06:36:55	
VI8621	10.226.36.167	Zener	14.687	24.312	25.312	23.625	29.625	23.937			34.3		OK	Automático	24-05-2018 06:37:13	
BI0301	10.226.35.239	Zener	127.937	21.812	22.812	24	30.562	23.562			36.5		OK	Manual	24-05-2018 06:37:20	
CA4238	10.226.36.137	Zener	16.75	24.937	29.687	28.125	32.625	32.937			39.2		OK	Automático	24-05-2018 06:37:22	
CX0938	10.226.34.61	Zener	16	18.812	30.625	30.562	30.187	31.5			38.1		OK	Automático	24-05-2018 06:37:34	
AX5407	10.226.35.251	Zener	22.5	27.125	31.687	33.5	38.687	31.687			42.4		OK	Automático	24-05-2018 06:41:56	
SS5460	10.226.36.26	Zener	20.625	28.062	16.937	26.125	36.187	29.812			39.2		OK	Manual	24-05-2018 06:42:06	
SS5806	10.226.36.40	Zener	25.625	27	40	33.187	39.187	30.875			44		OK	Automático	24-05-2018 06:42:09	
CX0420	10.226.39.62	Zener	15.5	24.687	22.562	26.187	28.312	25.437			37.6		OK	Automático	24-05-2018 06:43:35	
MA2701	10.226.39.232	Zener	19.937	18.25	26.875	27.312	29.312	20.687			38.1		OK	Manual	24-05-2018 06:50:34	
GR5611	10.226.39.221	Zener	16.437	20.5	13.25	27.937	31.562	31.312			36.5		OK	Automático	24-05-2018 07:03:24	
HX9471	10.226.38.37	Zener	21.125	19.875	19.937	33.187	32.062	29.562			51.5		OK	Automático	24-05-2018 12:05:44	
OX0017	10.226.36.71	Thaumat	19	24	22	27	29	25						Remoto Automático	25-05-2018 08:26:40	
ORANGEZN3	10.226.37.21	Zener									34.3		Sin comunicación	Automático	25-05-2018 17:05:23	
CO0057	10.226.39.32	Zener	22.375	23.25	23.25	20.875	23.437	23.437			36.5		OK	Manual	25-05-2018 17:15:57	
HX9815	10.226.38.103	Zener	21.687	27.062	26.875	26.5	28.25	27.062			42.9		OK	Automático	25-05-2018 19:30:43	
JX0454	10.226.36.104	Zener	27.75	21.687	11.187	33.312	35.812	30.5	21.5		42.9		OK	Manual	25-05-2018 20:12:04	
OR2401	10.226.34.6	Zener	21.562	22.187	24.375	16.875	33.875	24.125			34.3		OK	Manual	25-05-2018 23:08:42	
LE1817	10.226.38.78	Zener	11	18.75	31.375	32.375	32.812	31.125			48.3		OK	Automático	26-05-2018 04:42:19	
BU4141	10.226.40.197	Thaumat	11.5	22.5	20.9	25.9	27	27						Remoto Automático	26-05-2018 06:55:29	
GR0000	10.226.34.24	Zener	21.812	19.187	21.062	24.562	19.937	22.375	21.5	25.5	33.2			Automático	26-05-2018 07:06:55	
MX0131	10.226.36.213	Zener	13.5	19.625	34.75	35.062	33.187	35			41.9		OK	Automático	26-05-2018 07:41:05	
SE0356	10.226.36.6	Zener	15.875	18.875	29.062	24.687	31.25	29.375			41.3		Sin comunicación	Automático	26-05-2018 07:41:44	
CA5001	10.226.39.205	Zener	17.562	27.25	32.5	34.437	30.812	30			47.2		OK	Manual	26-05-2018 07:41:45	
CU8491	10.226.38.44	Zener	11.75	21.25	24.062	24.75	25.437	23.687			40.8		OK	Automático	26-05-2018 07:41:46	
SG9125	10.226.36.103	Zener	16.875	29.375	27.187	21.062	33.812	28.437			45.1		OK	Automático	26-05-2018 09:16:46	
AV8603	10.226.39.154	Zener	9.125	12.062	12.812	15.187	18.25	15.312			31.1		OK	Manual	26-05-2018 10:51:49	
TO0114	10.226.35.234	Zener	25.75	24.562	24.375	25.875	26.375	26.125			39.7		OK	Manual	26-05-2018 18:03:44	
AV8605	10.226.37.25	Zener	11.437	20.75	20.687	21.437	22.937	22.125			38.6		OK	Automático	26-05-2018 22:40:27	
CX0024	10.226.38.50	Zener	22.125	31.312	25.625	35.187	43.937	31.937			44.5		OK	Automático	27-05-2018 00:37:32	
LE0661	10.226.38.135	Zener	13.062	24.687	16.937	27.937	29.75	27.75			39.7		OK	Automático	27-05-2018 01:03:27	
PX0021	10.226.39.128	Zener	16.312	22.75	24.312	23.625	23.687	23.937			39.7		OK	Automático	27-05-2018 01:48:02	
VA0085	10.226.42.35	Zener	16.687	23.875	21.437	27.5	28.75	25.687			36.5		OK	Automático	27-05-2018 05:37:55	
BA0359	10.226.39.184	Zener	12.687	15.437	20.25	21.937	31.875	20.5			31.1		OK	Automático	27-05-2018 05:37:56	
CS0061	10.226.37.35	Zener	22.312	22.062	29.375	29.125	32.125	30.687			40.8		OK	Automático	27-05-2018 05:37:57	
VX0091	10.226.38.97	Zener	26.437	31.875	32.437	38.375	37	35.062			48.3		OK	Automático	27-05-2018 12:33:56	
CR3026	10.226.41.249	Zener	23.875	26.312	31.687	30.875	37.187	33.5			45.1		OK	Automático	27-05-2018 12:41:12	
CS0041	10.226.37.38	Zener	27.75	22.25	22.625	23.812	21.937	22.5	15.625	22.062	34.3		OK	Automático	27-05-2018 13:29:59	
CU8473	10.226.39.230	Zener	27.187	25.187	28.125	26.75	29.375	28.25			46.7		OK	Automático	27-05-2018 13:48:17	
HX9653	10.226.38.153	Zener	23.875	23.125	23.562	16.75	40.5	26.625			42.4		OK	Automático	27-05-2018 14:31:22	
SE1325	10.226.36.113	Zener	27.625	27.875	27.125	27.375	33.062	30.812			39.7		OK	Automático	27-05-2018 17:14:06	
LE1812	10.226.38.51	Zener	18.312	23.875	23.812	26	31	27.062			41.3		OK	Automático	27-05-2018 17:35:49
