MX0184	10.226.38.111	Zener	24.125	22.187	23.562	26.187	37.375	27.312			41.9		OK	Manual	11-05-2018 13:41:04	
AV8483	10.226.37.2	Zener	22.187	24.25	26.625	27.875	29	27.312			44		OK	Automático	11-05-2018 14:56:03	
SE1164	10.226.38.20	Zener	20.875	23.812	31.75	31.937	33	26.5			46.2		OK	Automático	12-05-2018 00:09:29	
SO9836	10.226.39.54	Zener	-0.375	9	16.187	17.062	17.25	15.75			32.2		OK	Automático	13-05-2018 04:16:36	
TF6028	10.226.38.40	Zener	33.375	22.25	7.687	31	33.812	34.125			44		OK	Automático	14-05-2018 17:08:37	
AX6217	10.226.36.199	Zener	19.875	27.562	30.187	30.062	35.187	30.437			44		OK	Automático	14-05-2018 17:51:00	
VX0158	10.226.39.242	Zener	19.5	21.687	21.75	23.562	26.875	24.625			42.4		OK	Manual	16-05-2018 00:14:42	
CX3013	10.226.36.124	Zener	32.125	33.5	36.5	35.687	38	36.062			49.4		OK	Automático	16-05-2018 14:19:13	
LE1503	10.226.38.167	Zener	21.812	26.375	31.5	32.687	34.75	31.25			42.4		OK	Automático	16-05-2018 14:59:46	
BA0003	10.226.42.53	Zener	12.437	24.687	23.312	20	24.312	28.125			33.8		OK	Automático	16-05-2018 18:06:35	
GU9186	10.226.36.7	Zener	10.687	32.187	33.875	35.25	36.187	34.312			45.1		OK	Automático	16-05-2018 22:40:32	
CU8325	10.226.38.93	Zener	9.562	13.937	12.625	13.062	15.625	12.75			26.8		OK	Manual	17-05-2018 01:42:13	
MU0070	10.226.36.195	Zener	11.875	20.187	21.5	27.687	28.437	23.187			41.3		OK	Automático	17-05-2018 06:45:40	
VX1559	10.226.36.65	Zener	12.937	17.25	18.875	21.062	21.937	15.312			38.6		OK	Automático	17-05-2018 06:48:43	
TO0029	10.226.36.53	Zener	16.687	30	17.5	27	34.312	30.187			46.7		OK	Automático	17-05-2018 06:49:46	
CX3502	10.226.36.196	Zener	7.75	15.312	16.812	18.25	18.062	14.937			31.6		OK	Manual	17-05-2018 06:49:56	
MX1865	10.226.36.205	Zener	15.375	24	23.937	24.562	24.687	23.937			37.6		OK	Automático	17-05-2018 06:51:00	
MX0951	10.226.38.162	Zener	15.125	19.5	18.5	19.187	29.187	20.562			35.4		OK	Manual	17-05-2018 06:53:38	
MX0169	10.226.36.226	Zener	16.937	19.937	22.312	18.25	23.687	21.875			37.6		OK	Manual	17-05-2018 07:00:49	
SE1349	10.226.39.93	Zener	23.062	21.5	21.937	21.187	22.062	22			36.5		OK	Automático	17-05-2018 09:31:39	
MX0131	10.226.36.213	Zener	25.312	25.687	21.062	33.437	36.562	33.562			51.5		OK	Automático	17-05-2018 13:46:21	
GR6015	10.226.40.4	Zener	29.187	26.812	27.562	30.375	27.312	28.937			44		OK	Automático	17-05-2018 14:33:28	
LE0001	10.226.38.123	Zener	25.312	27.937	28.125	36.812	39.5	29.25			37.6		OK	Manual	17-05-2018 14:59:51	
MX0016	10.226.38.72	Zener	24.062	26.562	34.25	34.562	35.187	36.187			48.3		OK	Automático	17-05-2018 18:59:38	
MX3904	10.226.38.3	Zener	27.25	29.875	36	33.937	41.562	35.25			48.9		OK	Automático	17-05-2018 19:06:14	
CU8404	10.226.37.89	Zener	17.75	24.5	31.562	31.5	33.937	30.562			47.2		OK	Automático	17-05-2018 20:16:53	
CR3010	10.226.39.98	Zener	14.625	19.062	19.625	26.375	28.687	22.187			44		OK	Automático	17-05-2018 20:19:43	
SA5810	10.226.39.58	Zener	14.687	19.625	23.75	23.625	24.125	24			38.6		OK	Automático	17-05-2018 22:06:53	
AV8605	10.226.37.25	Zener	10.937	19.75	19.812	20.312	21.875	21.062			37.6		OK	Automático	17-05-2018 22:36:40	
CX0008	10.226.39.81	Zener	27.625	17	33	30.625	30.187	28.875			35.4		OK	Automático	17-05-2018 23:39:51	
JX0067	10.226.39.67	Zener	22.687	33.75	31.125	22.625	39.375	30.875			45.1		OK	Automático	18-05-2018 00:04:47	
CA5150	10.226.39.129	Zener	16.25	25.187	21	31.437	18.812	21.875			42.9		OK	Automático	18-05-2018 01:36:24	
MA0013	10.226.39.119	Zener	24.625	24.375	27	14.437	30.5	25.375			36.5		OK	Automático	18-05-2018 01:54:26	
MX0174	10.226.36.250	Zener	15.875	17.875	13	25.375	29.312	17.875			33.2		OK	Automático	18-05-2018 01:59:11	
GU9138	10.226.38.2	Zener	18.937	19.125	33.312	32.312	32.625	31.187			44		OK	Automático	18-05-2018 02:19:52	
CA4621	10.226.38.31	Zener	16.062	17.75	24	22.937	Error	Error			36.5		OK	Automático	18-05-2018 03:39:19	
MX0613	10.226.38.39	Zener	15.937	20.312	28.812	31.125	33.75	28.687			37.6		OK	Automático	18-05-2018 03:43:12	
MA2744	10.226.40.23	Zener	15.375	18.625	19.125	4.875	26.5	18.25			46.2		OK	Automático	18-05-2018 06:19:04	
VA2173	10.226.40.190	Thaumat	9.1	27.9	29.8	29.5	31.8	30.8						Remoto Automático	18-05-2018 08:31:06	
TO1007	10.226.38.52	Zener	22.687	28.125	26.875	27	34.437	32.875			45.1		OK	Automático	18-05-2018 08:41:30	
